title,director,country,link,festival,year,distinction,reward
MANDIBULES,Quentin Dupieux,France,/fr/fr/films/mandibules,Curtas Vila do Conde International Film Festival,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Festival de Cannes,2020,Sélection Officielle,Critics' Week
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,San Francisco International Film Festival,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Les César du cinéma,2022,Lauréat,Best Documentary Short
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,AFI FEST,2020,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Festival du Nouveau Cinéma,2020,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Tallinn Black Nights Film Festival,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Jerusalem Film Festival,2022,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Amsterdam International Documentary Film Festival,2020,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Festival International du Film d'Animation d'Annecy,2021,Lauréat,André-Martin Award for a French Short Film
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Palm Springs International ShortFest,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Encounters Short Film and Animation Festival,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,FEST - New Directors / New Films,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Festival international du film indépendant de Bordeaux,2020,Lauréat,Best Short Film
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Côté Court,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Côté Court,2023,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Festival international du court métrage de Clermont-Ferrand,2021,Lauréat,Audience Award (Lab Competition)
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Festival international du court métrage de Clermont-Ferrand,2021,Lauréat,Adobe Visual Effect Award (Lab Competition)
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Athens International Film and Video Festival,2021,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Curtas Vila do Conde International Film Festival,2022,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Dokufest International Documentary and Short Film Festival,2022,,Sélection Officielle
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Bogoshorts - Bogota Short Film Festival,2020,Lauréat,Saint Lucia for Best International Documentary Short Film
MAALBEEK,Ismaël Joffroy-Chandoutis,France,/fr/fr/films/maalbeek,Internationale Kurzfilmtage Winterthur,2022,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Festival de Cannes,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Les César du cinéma,2022,Nommé,Most Promising Actress
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Les César du cinéma,2022,Nommé,Best First Film
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,European Film Awards,2020,Nommé,European University Film Award
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Göteborg Film Festival,2021,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Golden Horse Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Seattle International Film Festival,2021,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Ghent Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Sydney Film Festival,2021,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Busan International Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Tallinn Black Nights Film Festival,2020,Lauréat,Just Film Award - Best Film
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Valladolid International Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Festival du Cinéma Américain de Deauville,2020,Lauréat,Prix d'Ornano-Valenti
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Jerusalem Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Thessaloniki Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Helsinki International Film Festival - Love & Anarchy,2021,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,L'Académie des Lumières,2021,Nommé,Best First Film
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,L'Académie des Lumières,2021,Nommé,Best Cinematography
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,L'Académie des Lumières,2021,Lauréat,Most Promising Actress
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,L'Académie des Lumières,2021,Nommé,Best Actor
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Taipei Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Zurich Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Les Magritte du cinéma,2022,Nommé,Best Actor
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Hong Kong International Film Festival,2021,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Tromsø International Film Festival,2021,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Reykjavik International Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Women Film Critics Circle Awards,2020,Nommé,WFCC Award	Best Woman Storyteller
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Prague International Film Festival - Febiofest,2021,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Singapore International Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Festival du Film Francophone,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Hof International Film Festival,2020,,Sélection Officielle
SLALOM,Charlène Favier,France,/fr/fr/films/slalom-2020,Cinemania,2020,,Sélection Officielle
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Festival de Cannes,2021,,Sélection Officielle
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Les César du cinéma,2022,Nommé,Best Editing
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Les César du cinéma,2022,Nommé,Best Original Music
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Les César du cinéma,2022,Nommé,Best Supporting Actor (Karim Leklou)
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Les César du cinéma,2022,Nommé,Best Supporting Actor (François Civil)
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Les César du cinéma,2022,Nommé,Best Film
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Les César du cinéma,2022,Nommé,Best Actor (Gilles Lellouche)
BAC NORD,Cédric Jimenez,France,/fr/fr/films/bac-nord,Les César du cinéma,2022,Nommé,Best Director
PRÉCIEUX,Paul Mas,France,/fr/fr/films/precious-2020,Les César du cinéma,2022,Nommé,Best Animated Short Film
PRÉCIEUX,Paul Mas,France,/fr/fr/films/precious-2020,Tallinn Black Nights Film Festival,2020,,Sélection Officielle
PRÉCIEUX,Paul Mas,France,/fr/fr/films/precious-2020,Helsinki International Film Festival - Love & Anarchy,2024,,Sélection Officielle
PRÉCIEUX,Paul Mas,France,/fr/fr/films/precious-2020,Encounters Short Film and Animation Festival,2021,,Sélection Officielle
PRÉCIEUX,Paul Mas,France,/fr/fr/films/precious-2020,Festival international du court métrage de Clermont-Ferrand,2021,,Sélection Officielle
PRÉCIEUX,Paul Mas,France,/fr/fr/films/precious-2020,Festival Stop Motion Montreal,2021,,Sélection Officielle
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,Festival de Cannes,2020,Sélection Officielle,Semaine de la critique
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,Les César du cinéma,2022,Nommé,Best First Film
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,L'Académie des Lumières,2022,Nommé,Best Actress
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,L'Académie des Lumières,2022,Nommé,Best First Film
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,L'Académie des Lumières,2022,Nommé,Best Cinematography
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,Sitges - Catalonian International Film Festival,2020,Lauréat,Special Jury Prize
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,Sitges - Catalonian International Film Festival,2020,Lauréat,Best Actress
LA NUÉE,Just Philippot,France,/fr/fr/films/the-swarm-2020,Festival du Film Francophone,2020,,Sélection Officielle
LES ANTILOPES,Maxime Martinot,France,/fr/fr/films/antelopes,Les César du cinéma,2022,Nommé,Best Documentary Short Film
LES ANTILOPES,Maxime Martinot,France,/fr/fr/films/antelopes,Doclisboa International Film Festival,2020,,Sélection Officielle
LES ANTILOPES,Maxime Martinot,France,/fr/fr/films/antelopes,Hot Docs Canadian International Documentary Festival,2021,,Sélection Officielle
LES ANTILOPES,Maxime Martinot,France,/fr/fr/films/antelopes,FIDMarseille,2021,,Sélection Officielle
LES ANTILOPES,Maxime Martinot,France,/fr/fr/films/antelopes,Novos Cinemas - Festival Internacional de Cinema de Pontevedra,2024,,Sélection Officielle
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Les César du cinéma,2022,Nommé,Best Animated Short Film
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Vancouver International Film Festival,2020,,Sélection Officielle
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Seville European Film Festival,2020,,Sélection Officielle
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Sitges - Catalonian International Film Festival,2020,,Sélection Officielle
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Brooklyn Film Festival,2021,,Sélection Officielle
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Festival International du Film d'Animation d'Annecy,2020,Lauréat,Festivals Connexion – Auvergne-Rhône-Alpes Award
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Guanajuato International Film Festival,2020,,Sélection Officielle
EMPTY PLACES,Geoffroy de Crécy,France,/fr/fr/films/empty-places,Festival international du court métrage de Clermont-Ferrand,2021,,Sélection Officielle
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Festival de Cannes,2021,,Sélection Officielle
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Production Design
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Director
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Costume Design
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Supporting Actress
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Sound
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Supporting Actor
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Original Screenplay
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Lauréat,Best Actress
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Visual Effects
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Les César du cinéma,2022,Nommé,Best Film
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Hamburg Film Festival,2021,,Sélection Officielle
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,L'Académie des Lumières,2022,Nommé,Best Actress
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Torino Film Festival,2021,,Sélection Officielle
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Cinemania,2021,,Sélection Officielle
ALINE,Valérie Lemercier,Canada,/fr/fr/films/the-power-of-love-famous,Rendez-vous Québec Cinéma,2022,,Sélection Officielle
L'ÂGE TENDRE,Julien Gaspar-Oliveri,France,/fr/fr/films/l-age-tendre,Les César du cinéma,2022,Nommé,Best Short Film
L'ÂGE TENDRE,Julien Gaspar-Oliveri,France,/fr/fr/films/l-age-tendre,Festival du Film de Bruxelles,2021,,Sélection Officielle
L'ÂGE TENDRE,Julien Gaspar-Oliveri,France,/fr/fr/films/l-age-tendre,Festival du Film de Bruxelles,2022,,Sélection Officielle
L'ÂGE TENDRE,Julien Gaspar-Oliveri,France,/fr/fr/films/l-age-tendre,Palm Springs International ShortFest,2020,,Sélection Officielle
L'ÂGE TENDRE,Julien Gaspar-Oliveri,France,/fr/fr/films/l-age-tendre,Festival international du court métrage de Clermont-Ferrand,2020,,Sélection Officielle
LES MAUVAIS GARÇONS,Élie Girard,France,/fr/fr/films/one-and-thousand-nights,Les César du cinéma,2022,Lauréat,Best Short Film
LES MAUVAIS GARÇONS,Élie Girard,France,/fr/fr/films/one-and-thousand-nights,Côté Court,2021,Lauréat,Prix du Meilleur Premier Film
LES MAUVAIS GARÇONS,Élie Girard,France,/fr/fr/films/one-and-thousand-nights,Côté Court,2021,Lauréat,Prix d'interprétation masculine
LES MAUVAIS GARÇONS,Élie Girard,France,/fr/fr/films/one-and-thousand-nights,Festival international du court métrage de Clermont-Ferrand,2021,Lauréat,Procirep Short Film Producer Award (National Competition)
LES MAUVAIS GARÇONS,Élie Girard,France,/fr/fr/films/one-and-thousand-nights,Festival international du court métrage de Clermont-Ferrand,2021,Lauréat,Télérama Press Award (National Competition)
"FOLIE DOUCE, FOLIE DURE",Marine Laclotte,France,/fr/fr/films/mild-madness-lasting-lunacy,Les César du cinéma,2022,Lauréat,Best Animated Short Film
"FOLIE DOUCE, FOLIE DURE",Marine Laclotte,France,/fr/fr/films/mild-madness-lasting-lunacy,Tallinn Black Nights Film Festival,2020,,Sélection Officielle
"FOLIE DOUCE, FOLIE DURE",Marine Laclotte,France,/fr/fr/films/mild-madness-lasting-lunacy,Shanghai International Film Festival,2021,Lauréat,Golden Goblet Award (Animated Short Film)
LA FIN DES ROIS,Rémi Brachet,France,/fr/fr/films/the-end-of-kings,Les César du cinéma,2022,Nommé,Best Documentary Short Film
LA FIN DES ROIS,Rémi Brachet,France,/fr/fr/films/the-end-of-kings,DOK Leipzig,2020,,Sélection Officielle
LA FIN DES ROIS,Rémi Brachet,France,/fr/fr/films/the-end-of-kings,Rencontres internationales du documentaire de Montréal,2021,,Sélection Officielle
LA FIN DES ROIS,Rémi Brachet,France,/fr/fr/films/the-end-of-kings,Festival international du film indépendant de Bordeaux,2020,,Sélection Officielle
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Les César du cinéma,2022,Nommé,Best Documentary Film
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Transilvania International Film Festival,2021,,Sélection Officielle
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Festival du Nouveau Cinéma,2021,Lauréat,Best Feature Film (International Panorama)
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Sheffield International Documentary Festival,2021,,Sélection Officielle
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Doclisboa International Film Festival,2021,,Sélection Officielle
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,L'Académie des Lumières,2022,Nommé,Best Documentary
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Hot Docs Canadian International Documentary Festival,2021,,Sélection Officielle
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Shanghai International Film Festival,2021,,Sélection Officielle
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Festival international du film indépendant de Bordeaux,2020,,Sélection Officielle
INDES GALANTES,Philippe Béziat,France,/fr/fr/films/les-indes-galantes,Hof International Film Festival,2021,,Sélection Officielle
THE WORLD WITHIN,Sandrine Stoyanov & 1 de plus,France,/fr/fr/films/the-world-within,Les César du cinéma,2022,Nommé,Best Animated Short Film
THE WORLD WITHIN,Sandrine Stoyanov & 1 de plus,France,/fr/fr/films/the-world-within,Rome Independent Film Festival,2021,,Sélection Officielle
THE WORLD WITHIN,Sandrine Stoyanov & 1 de plus,France,/fr/fr/films/the-world-within,Festival International du Film d'Animation d'Annecy,2021,,Sélection Officielle
THE DEPARTURE,Saïd Hamich,France,/fr/fr/films/the-departure-2020-said-hamich,Les César du cinéma,2022,Nommé,Best Short Film
THE DEPARTURE,Saïd Hamich,France,/fr/fr/films/the-departure-2020-said-hamich,Sarasota Film Festival,2021,,Sélection Officielle
THE DEPARTURE,Saïd Hamich,France,/fr/fr/films/the-departure-2020-said-hamich,Palm Springs International ShortFest,2021,,Sélection Officielle
THE DEPARTURE,Saïd Hamich,France,/fr/fr/films/the-departure-2020-said-hamich,Festival international du film indépendant de Bordeaux,2020,,Sélection Officielle
THE DEPARTURE,Saïd Hamich,France,/fr/fr/films/the-departure-2020-said-hamich,Festival international du court métrage de Clermont-Ferrand,2024,,Sélection Officielle
THE DEPARTURE,Saïd Hamich,France,/fr/fr/films/the-departure-2020-said-hamich,Festival international du court métrage de Clermont-Ferrand,2021,,Sélection Officielle
DES GENS BIEN,Maxime Roy,France,/fr/fr/films/decent-people,Les César du cinéma,2022,Nommé,Best Short Film
DES GENS BIEN,Maxime Roy,France,/fr/fr/films/decent-people,Rome Independent Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Berlin International Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Locarno International Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Independent Spirit Awards,2021,Nommé,Best Feature
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Independent Spirit Awards,2021,Nommé,Best Supporting Male
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Independent Spirit Awards,2021,Nommé,Best Director
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Independent Spirit Awards,2021,Nommé,Best Supporting Male
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,International Film Festival Rotterdam,2021,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Telluride Film Festival,2019,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Indiewire Critics' Poll,2020,Nommé,Best Director
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Indiewire Critics' Poll,2020,Nommé,Best Film
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Indiewire Critics' Poll,2020,Nommé,Best Screenplay
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Indiewire Critics' Poll,2020,Nommé,Best Cinematography
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,National Board of Review,2021,Lauréat,Top Ten Films
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,National Board of Review,2020,Lauréat,Top Films
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,The New York Film Festival,2019,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Les César du cinéma,2022,Nommé,Best Foreign Film
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,New York Film Critics Circle Awards,2020,Lauréat,Best Film
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Karlovy Vary International Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,San Francisco Film Critics Circle,2021,Nommé,Best Director
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,San Francisco Film Critics Circle,2021,Lauréat,Best Adapted Screenplay
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,San Francisco Film Critics Circle,2021,Lauréat,Best Cinematography
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,San Francisco Film Critics Circle,2021,Lauréat,Best Production Design
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,San Francisco Film Critics Circle,2021,Mention Honorable,Best Picture
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Golden Horse Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Toronto Film Critics Association Awards,2021,Nommé,Best Picture
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Toronto Film Critics Association Awards,2021,Nommé,Best Director
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,National Society of Film Critics Awards,2021,Nommé,Best Screenplay
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,National Society of Film Critics Awards,2021,Nommé,Best Picture
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,National Society of Film Critics Awards,2021,Nommé,Best Director
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Chicago Film Critics Association Awards,2020,Nommé,Best Art Direction
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Chicago Film Critics Association Awards,2020,Nommé,Best Costume Design
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Chicago Film Critics Association Awards,2020,Nommé,Best Picture
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Chicago Film Critics Association Awards,2020,Nommé,Best Director
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Chicago Film Critics Association Awards,2020,Nommé,Best Adapted Screenplay
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Chicago Film Critics Association Awards,2020,Nommé,Best Cinematography
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,British Independent Film Awards,2021,Nommé,Best International Independent Film
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Bodil Awards,2022,Nommé,Best American Film
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Ghent Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,New York Film Critics,2021,Lauréat,Top Films of the Year
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Melbourne International Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Busan International Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Gijón International Film Festival,2020,Lauréat,Best Feature (Albar)
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Festival du Cinéma Américain de Deauville,2020,Lauréat,Jury Prize
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Jerusalem Film Festival,2021,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Thessaloniki Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Hamburg Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Helsinki International Film Festival - Love & Anarchy,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Seattle Film Critics Awards,2021,Nommé,Best Picture of the Year
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Seattle Film Critics Awards,2021,Nommé,Best Director
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Seattle Film Critics Awards,2021,Nommé,Best Screenplay
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Seattle Film Critics Awards,2021,Nommé,Best Cinematography
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Seattle Film Critics Awards,2021,Nommé,Best Costume Design
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Seattle Film Critics Awards,2021,Nommé,Best Production Design
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Bergen International Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Viennale,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Critics Choice Awards,2021,Nommé,Best Cinematography
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Critics Choice Awards,2021,Nommé,Best Adapted Screenplay
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Singapore International Film Festival,2020,,Sélection Officielle
FIRST COW,Kelly Reichardt,États-Unis,/fr/fr/films/first-cow,Curtas Vila do Conde International Film Festival,2020,,Sélection Officielle
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,Venice Film Festival,2019,,Sélection Officielle
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,International Film Festival Rotterdam,2020,,Sélection Officielle
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,São Paulo International Film Festival,2019,,Sélection Officielle
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,Les César du cinéma,2022,Nommé,Best Foreign Film
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,Transilvania International Film Festival,2020,,Sélection Officielle
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,Chicago International Film Festival,2019,,Sélection Officielle
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,Stockholm International Film Festival,2019,,Sélection Officielle
LA LOI DE TÉHÉRAN,Saeed Roustayi,Iran,/fr/fr/films/just-6-5,Jeonju International Film Festival,2020,,Sélection Officielle
