title,director,country,link,festival,year,distinction,reward
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Golden Globes (USA),2019,Lauréat,Meilleur scénario
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Golden Globes (USA),2019,Lauréat,Best Motion Picture - Musical or Comedy
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Golden Globes (USA),2019,Nommé,Best Actor – Motion Picture Musical or Comedy
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,AFI FEST,2018,Sélection Officielle,Gala
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Chicago International Film Festival,2018,Sélection Officielle,Gala
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,San Francisco Film Critics Circle,2018,Nommé,Best Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,San Francisco Film Critics Circle,2018,Nommé,Best Supporting Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Toronto Film Critics Association Awards,2018,Nommé,Best Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Chicago Film Critics Association Awards,2019,Nommé,Best Supporting Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Vancouver Film Critics Circle,2019,Nommé,Best Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Vancouver Film Critics Circle,2019,Nommé,Best Supporting Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,David di Donatello Awards,2020,Nommé,Best Foreign Film
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Mill Valley Film Festival,2018,Lauréat,Overall Favorite Audience Award
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,New York Film Critics,2018,Lauréat,Top 10 Films
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Santa Barbara International Film Festival,2019,Lauréat,American Riviera Award
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Kinema Junpo Awards,2020,Nommé,Best Foreign Film
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Kinema Junpo Awards,2020,Nommé,Best Foreign Film (Readers' Choice Award)
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Amanda Awards (Norway),2019,Nommé,Best Foreign Feature Film (Årets utenlandske spillefilm)
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Philadelphia Film Festival,2019,Lauréat,Audience Award for Best Feature
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Seattle Film Critics Awards,2018,Nommé,Best Supporting Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,AACTA International Awards,2019,Nommé,Best Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,AACTA International Awards,2019,Lauréat,Best Supporting Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Palm Springs International Film Festival,2019,Lauréat,Vanguard Award
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Awards of the Japanese Academy,2020,Nommé,Outstanding Foreign Language Film
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Women Film Critics Circle Awards,2018,Nommé,Best Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Critics Choice Awards,2019,Nommé,Best Score
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Critics Choice Awards,2019,Nommé,Best Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Critics Choice Awards,2019,Nommé,Best Actor in a Comedy
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Critics Choice Awards,2019,Lauréat,Best Supporting Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Critics Choice Awards,2019,Nommé,Best Director
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Critics Choice Awards,2019,Nommé,Best Original Screenplay
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Critics Choice Awards,2019,Nommé,Best Picture
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Cinema for Peace Awards,2019,Nommé,Most Valuable Film of the Year
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,CinEuphoria Awards,2020,Nommé,Best Duo (International Competition)
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,CinEuphoria Awards,2020,Nommé,Best Actor (International Competition)
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,CinEuphoria Awards,2020,Nommé,Best Supporting Actor (International Competition)
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Black Reel Awards,2019,Nommé,Outstanding Film
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Black Reel Awards,2019,Nommé,Outstanding Supporting Actor
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Black Reel Awards,2019,Nommé,Outstanding Production Design
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Heartland International Film Festival,2018,Lauréat,Truly Moving Picture Award
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Boston Film Festival,2018,Lauréat,Best Film (Festival Prize)
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Boston Film Festival,2018,Lauréat,Best Actor (Festival Prize)
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Austin Film Festival,2018,Lauréat,Audience Award for Marquee Feature
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Capri Hollywood International Film Festival,2018,Lauréat,Original Screenplay
GREEN BOOK,Peter Farrelly,États-Unis,/fr/fr/films/green-book,Virginia Film Festival,2018,Lauréat,Audience Award for Narrative Feature
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Festival de Cannes,2018,Sélection Officielle,Directors' Fortnight
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Academy Awards,2019,Nommé,Best Animated Feature
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,San Sebastián International Film Festival,2018,,Sélection Officielle
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Golden Globes (USA),2019,Nommé,Best Animated Feature Film
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,San Francisco Film Critics Circle,2018,Nommé,Best Animated Feature
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Austin Film Critics Association,2019,Nommé,Best Animated Film
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Asia Pacific Screen Awards,2018,Nommé,Best Animated Feature Film
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Valladolid International Film Festival,2018,,Sélection Officielle
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Hamburg Film Festival,2018,,Sélection Officielle
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Seattle Film Critics Awards,2018,Nommé,Best Animated Feature
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Sitges - Catalonian International Film Festival,2018,Lauréat,Best Feature-Length Film (Anima't Award)
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Awards of the Japanese Academy,2019,Lauréat,Best Animation Film
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Women Film Critics Circle Awards,2018,Nommé,Best Animated Female
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Critics Choice Awards,2019,Nommé,Best Animated Feature
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Guadalajara International Film Festival,2019,Lauréat,Best Animated Feature
MIRAI,Mamoru Hosoda,Japon,/fr/fr/films/mirai,Festival International du Film d'Animation d'Annecy,2018,,Sélection Officielle
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Venice Film Festival,2018,Lauréat,Prix du meilleur scénario
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Academy Awards,2019,Nommé,Best Original Song
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Academy Awards,2019,Nommé,Meilleur scénario adapté
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Academy Awards,2019,Nommé,Best Costume Design
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,BFI London Film Festival,2018,,Sélection Officielle
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,National Board of Review,2018,Lauréat,Top Films
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,BAFTA Awards,2019,Nommé,Costume Design
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,The New York Film Festival,2018,,Sélection Officielle
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Screen Actors Guild Awards,2019,Nommé,Outstanding Performance by a Stunt Ensemble in a Motion Picture
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,AFI FEST,2018,Sélection Officielle,Gala
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,AFI FEST,2018,,Sélection Officielle
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Busan International Film Festival,2018,,Sélection Officielle
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Camerimage,2018,,Sélection Officielle
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,Mumbai Film Festival,2018,,Sélection Officielle
LA BALLADE DE BUSTER SCRUGGS,Joel Coen & 1 de plus,États-Unis,/fr/fr/films/the-ballad-of-buster-scruggs,International Film Festival of Kerala,2018,,Sélection Officielle
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Academy Awards,2019,Nommé,Best Visual Effects
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,BAFTA Awards,2019,Nommé,Special Visual Effects
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Screen Actors Guild Awards,2019,Nommé,Outstanding Performance by a Stunt Ensemble in a Motion Picture
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Moscow International Film Festival,2019,,Sélection Officielle
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Austin Film Critics Association,2019,Nommé,Best Ensemble
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Austin Film Critics Association,2019,Lauréat,Best Motion Capture/Special Effects Performance
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Hugo Awards,2019,Nommé,Best Dramatic Presentation (Long Form)
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Seattle Film Critics Awards,2018,Nommé,Best Visual Effects
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Seattle Film Critics Awards,2018,Nommé,Best Villain
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Shanghai International Film Festival,2018,,Sélection Officielle
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Critics Choice Awards,2019,Nommé,Best Action Movie
AVENGERS: INFINITY WAR,Anthony Russo & 1 de plus,États-Unis,/fr/fr/films/avengers-infinity-war,Critics Choice Awards,2019,Nommé,Best Visual Effects
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Academy Awards,2019,Nommé,Best Sound Mixing
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Academy Awards,2019,Lauréat,Best Costume Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Academy Awards,2019,Nommé,Meilleur film
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Academy Awards,2019,Lauréat,Best Original Score
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Academy Awards,2019,Nommé,Best Original Song
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Academy Awards,2019,Lauréat,Best Production Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Academy Awards,2019,Nommé,Best Sound Editing
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,American Film Institute Awards,2019,Lauréat,Top 10 Films
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,National Board of Review,2018,Lauréat,Top 10 Films
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,BAFTA Awards,2019,Lauréat,Best Visual Effects
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Writers Guild of America,2019,Nommé,Best Adapted Screenplay
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Screen Actors Guild Awards,2019,Lauréat,Outstanding Performance by a Cast in a Motion Picture
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Screen Actors Guild Awards,2019,Lauréat,Outstanding Performance by a Stunt Ensemble in a Motion Picture
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Golden Globes (USA),2019,Nommé,Best Original Song
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Golden Globes (USA),2019,Nommé,Best Motion Picture - Drama
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Golden Globes (USA),2019,Nommé,Best Original Score
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Los Angeles Film Critics Association Awards,2018,Lauréat,Best Production Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,San Francisco Film Critics Circle,2018,Lauréat,Best Supporting Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,San Francisco Film Critics Circle,2018,Nommé,Best Adapted Screenplay
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,San Francisco Film Critics Circle,2018,Lauréat,Best Production Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,San Francisco Film Critics Circle,2018,Nommé,Best Original Score
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,London Critics Circle Film Awards,2019,Nommé,British/Irish Actor of the Year
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,London Critics Circle Film Awards,2019,Nommé,Supporting Actor of the Year
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Toronto Film Critics Association Awards,2018,Nommé,Best Supporting Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Chicago Film Critics Association Awards,2018,Nommé,Best Art Direction
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Chicago Film Critics Association Awards,2018,Nommé,Best Visual Effects
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Chicago Film Critics Association Awards,2018,Nommé,Best Supporting Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Austin Film Critics Association,2019,Nommé,Best Supporting Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Austin Film Critics Association,2019,Nommé,Best Ensemble
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Austin Film Critics Association,2019,Nommé,Best Stunts
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Santa Barbara International Film Festival,2019,Lauréat,Cinema Vanguard Award
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Hugo Awards,2019,Nommé,Best Dramatic Presentation (Long Form)
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Seattle Film Critics Awards,2018,Nommé,Best Supporting Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Seattle Film Critics Awards,2018,Lauréat,Villain of the Year
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Seattle Film Critics Awards,2018,Nommé,Best Production Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Seattle Film Critics Awards,2018,Lauréat,Best Costume Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Seattle Film Critics Awards,2018,Nommé,Best Picture of the Year
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Seattle Film Critics Awards,2018,Nommé,Best Visual Effects
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Seattle Film Critics Awards,2018,Nommé,Best Ensemble
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,AACTA International Awards,2018,Nommé,Best Visual Effects Or Animation
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Palm Springs International Film Festival,2019,Lauréat,Creative Impact in Directing Award
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Women Film Critics Circle Awards,2018,Lauréat,Best Action Female Heroes
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Women Film Critics Circle Awards,2018,Lauréat,Best Equality of the Sexes
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Adapted Screenplay
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Acting Ensemble
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Cinematography
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Action Movie
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Lauréat,Best Costume Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Lauréat,Best Production Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Lauréat,Best Visual Effects
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Picture
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Hair & Makeup
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Supporting Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Critics Choice Awards,2019,Nommé,Best Song
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Nommé,Outstanding Supporting Actress
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,"Outstanding Breakthrough Performance, Female"
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Nommé,Outstanding Screenplay
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Director
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Nommé,Outstanding Cinematography
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Nommé,Outstanding Score
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Supporting Actor
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Costume Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Original Song
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Nommé,Outstanding Supporting Actress
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Film
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Production Design
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Nommé,Outstanding Original Song
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Nommé,Outstanding Supporting Actress
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,Outstanding Ensemble
BLACK PANTHER,Ryan Coogler,États-Unis,/fr/fr/films/black-panther-2017,Black Reel Awards,2019,Lauréat,"Outstanding Breakthrough Performance, Male"
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Academy Awards,2019,Lauréat,Best Editing
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Academy Awards,2019,Lauréat,Best Sound Editing
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Academy Awards,2019,Lauréat,Best Sound Mixing
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Academy Awards,2019,Nommé,Meilleur film
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Academy Awards,2019,Lauréat,Meilleure interprétation masculine
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Indiewire Critics' Poll,2018,Nommé,Best Lead Actor
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Nommé,Cinematography
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Lauréat,Leading Actor
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Nommé,Meilleur film britannique
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Lauréat,Sound
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Nommé,Costume Design
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Nommé,Editing
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Nommé,Leading Actor
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,BAFTA Awards,2019,Nommé,Make Up and Hair
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Screen Actors Guild Awards,2019,Nommé,Outstanding Performance by a Cast in a Motion Picture
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Screen Actors Guild Awards,2019,Lauréat,Outstanding Performance by a Male Actor in a Leading Role
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Golden Globes (USA),2019,Lauréat,Best Motion Picture - Drama
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Golden Globes (USA),2019,Lauréat,Best Performance by an Actor in a Motion Picture - Drama
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Austin Film Critics Association,2019,Nommé,Best Actor
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Tokyo International Film Festival,2019,,Sélection Officielle
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Kinema Junpo Awards,2019,Nommé,Best Foreign Film
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,AACTA International Awards,2019,Nommé,Best Film
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,AACTA International Awards,2019,Nommé,Best Screenplay
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,AACTA International Awards,2019,Lauréat,Best Actor
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Palm Springs International Film Festival,2019,,Sélection Officielle
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Awards of the Japanese Academy,2019,Lauréat,Outstanding Foreign Language Film
BOHEMIAN RHAPSODY,Bryan Singer & 1 de plus,États-Unis,/fr/fr/films/bohemian-rhapsody-2018,Australian Film Critics Association Awards,2019,Nommé,Best International Film (English Language)
